NomenCode,Reporter_ISO_N,Year,ProductCode,Partner,ExcludedFrom,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,TotalNoOfLines,Nbr_Pref_Lines,Nbr_MFN_Lines,Nbr_NA_Lines
H6,036,2022,410449,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,410510,152,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,410530,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,410621,152,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,410622,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,410631,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,410632,152,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,410640,152,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,120241,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,120242,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,121010,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,121020,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,121120,604,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,121160,604,   ,      0.00,      0.00,      0.00,      0.00,3,1,2,0
H6,036,2022,121190,604,   ,      0.00,      0.00,      0.00,      0.00,3,1,2,0
H6,036,2022,121221,604,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,121229,604,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,130213,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,130219,604,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,150710,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,150790,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,150810,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,150890,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,151211,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,151219,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,151221,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,151229,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
